target_point;heading;velocity;acceleration;stay_point
no;-6.32464;0.452566;-0.152994;no
no;-6.58853;0.432003;-0.135479;no
no;-7.57589;0.124345;-0.00359;no
no;-4.48704;-0.101213;-0.004847;no
no;-3.76554;-0.213365;0.121717;yes
yes;-2.74156;-0.242144;0.152002;no
no;-2.46506;-0.204996;0.132588;no
no;-6.50602;0.2564;-0.152606;no
no;-6.7756;0.231666;-0.134286;no
no;-7.74896;0.02756;-0.003613;no
no;-4.65996;-0.013776;-0.004802;no
no;-3.37818;-0.338766;0.068224;yes
yes;-2.50661;-0.280549;0.075889;no
no;-2.22695;-0.212595;0.065951;no
no;-6.28601;0.348472;-0.076047;no
no;-6.56213;0.335004;-0.066393;no
no;-7.5298;0.111001;-0.0009;no
no;-4.41458;-0.10225;-0.00121;no
no;-3.51369;-0.326055;0.062084;yes
yes;-2.49688;-0.27975;0.075571;no
no;-2.21028;-0.208877;0.065067;no
no;-6.29416;0.349985;-0.075907;no
no;-6.57351;0.335358;-0.065998;no
no;-7.52111;0.114366;-0.001801;no
no;-4.43273;-0.096612;-0.002455;no
no;-3.37805;-0.340267;0.068334;yes
yes;-2.49105;-0.278519;0.075419;no
no;-2.20093;-0.206241;0.064632;no
no;-6.30586;0.349916;-0.075605;no
no;-6.59232;0.333415;-0.065133;no
no;-7.53226;0.110673;-0.000904;no
no;-4.41714;-0.101846;-0.001213;no
no;-3.50316;-0.327375;0.062606;yes
yes;-2.47706;-0.275526;0.075039;no
no;-2.17975;-0.200208;0.063622;no
no;-6.31213;0.349859;-0.075438;no
no;-6.60196;0.332373;-0.064679;no
no;-7.52089;0.11444;-0.001809;no
no;-4.43267;-0.096632;-0.00246;no
no;-3.49755;-0.328066;0.062883;yes
yes;-2.46621;-0.273167;0.074735;no
no;-2.16346;-0.195505;0.062825;no
no;-6.32202;0.349742;-0.07517;no
no;-6.61719;0.330663;-0.063953;no
no;-7.52081;0.114465;-0.001813;no
no;-4.43268;-0.096629;-0.002463;no
yes;-0.358342;2.04252;-0.079992;yes
no;-3.7079;-1.84058;0.078528;no
no;-3.34922;-2.13422;0.078896;no
no;-0.187559;2.14281;-0.078614;no
no;-0.534866;1.87645;-0.07897;no
no;-1.92161;-0.749555;-0.00186;no
yes;1.17385;0.843205;-0.00183;no
no;-0.228745;2.10033;-0.079926;yes
no;-3.60911;-1.92509;0.078484;no
no;-3.24553;-2.14486;0.078869;no
no;-0.083519;2.14899;-0.078579;no
no;-0.435493;1.95522;-0.07894;no
no;-1.82029;-0.53247;-0.001833;no
yes;1.27547;0.627648;-0.001833;no
no;-2.94324;-2.11561;0.141985;yes
no;-3.61852;-1.91712;0.156936;no
no;-3.24906;-2.14547;0.157606;no
no;-0.091059;2.14898;-0.157132;no
no;-0.448464;1.94453;-0.15776;no
no;-1.82853;-0.550029;-0.003691;no
yes;1.26693;0.645674;-0.00369;no
no;-3.1932;-2.17539;0.157022;yes
no;-3.58455;-1.96806;0.156878;no
no;-3.20977;-2.17323;0.157509;no
no;-0.053867;2.17513;-0.157091;no
no;-0.416277;1.99226;-0.157662;no
no;-1.79293;-0.479905;-0.003655;no
yes;1.30261;0.577203;-0.003712;no
no;-3.21261;-2.20397;0.157867;yes
no;-3.57565;-2.00464;0.156832;no
no;-3.19538;-2.20634;0.157395;no
no;-0.042178;2.20758;-0.15705;no
no;-0.409756;2.02663;-0.157556;no
no;-1.78263;-0.464565;-0.003646;no
yes;1.31302;0.563276;-0.003703;no
no;-3.22132;-2.26452;0.153771;yes
no;-3.69846;-1.92852;0.156906;no
no;-3.31148;-2.23903;0.157128;no
no;-0.169348;2.23924;-0.157112;no
no;-0.543186;1.94476;-0.15732;no
no;-1.90758;-0.750697;-0.003677;no
yes;1.18805;0.848417;-0.003676;no
no;-3.2339;-2.35073;0.076303;yes
no;-3.73447;-1.95787;0.078481;no
no;-3.34183;-2.3136;0.078449;no
no;-0.209344;2.30923;-0.078589;no
no;-0.588455;1.96369;-0.078549;no
no;-1.94555;-0.864137;-0.001826;no
yes;1.15004;0.964264;-0.001855;no
no;-3.27124;-2.43102;0.073719;yes
no;-3.86069;-1.84459;0.078555;no
no;-3.46049;-2.32798;0.078249;no
no;-0.345181;2.30698;-0.07866;no
no;-0.731324;1.8247;-0.078364;no
no;-2.07657;-1.18775;-0.001827;no
yes;1.01898;1.28521;-0.001856;no
no;-3.25702;-2.44637;0.073841;yes
no;-3.84073;-1.88499;0.078582;no
no;-3.43426;-2.35803;0.078112;no
no;-0.329534;2.33024;-0.078696;no
no;-0.721552;1.84899;-0.078226;no
no;-2.05882;-1.15473;-0.001794;no
yes;1.03683;1.25342;-0.001881;no
no;-3.31072;-2.55157;0.071493;yes
no;-3.95786;-1.77299;0.078684;no
no;-3.54337;-2.38238;0.077844;no
no;-0.460821;2.31849;-0.078798;no
no;-0.860286;1.68827;-0.077972;no
no;-2.18304;-1.48763;-0.001783;no
yes;0.912527;1.58351;-0.001898;no
no;-3.29632;-2.4644;0.071106;yes
no;-3.9519;-1.71919;0.078716;no
no;-3.52878;-2.30957;0.07764;no
no;-0.459686;2.23528;-0.078834;no
no;-0.867164;1.61373;-0.077777;no
no;-2.17945;-1.4261;-0.00177;no
yes;0.916078;1.51881;-0.001914;no
no;-0.85346;0.279535;-0.079901;yes
no;-3.39197;-0.411967;0.068081;no
no;-3.77192;-0.343512;0.078808;no
no;-0.971239;0.239945;-0.078876;no
no;-1.33998;0.097278;-0.068754;no
no;-2.34558;-0.297471;-0.002282;no
no;-3.29961;-2.40581;0.070496;yes
no;-3.96864;-1.64941;0.078758;no
no;-3.53634;-2.2488;0.0774;no
no;-0.482357;2.1582;-0.078874;no
no;-0.898353;1.51748;-0.077557;no
no;-2.19914;-1.43198;-0.001771;no
yes;0.896395;1.52121;-0.001914;no
no;-1.68559;-0.034142;-0.080002;yes
no;-4.64835;-0.019075;0.078719;no
no;-4.25885;-0.130607;0.067404;no
no;-1.85992;-0.084989;-0.078796;no
no;-2.23779;-0.184405;-0.068133;no
no;-3.22841;-0.296967;-0.002278;no
yes;-0.139579;0.29519;-0.001942;no
no;-3.30141;-2.33662;0.07003;yes
no;-3.97977;-1.58295;0.078798;no
no;-3.53786;-2.18337;0.077142;no
no;-0.499581;2.07752;-0.078917;no
no;-0.924491;1.42537;-0.077312;no
no;-2.2133;-1.41817;-0.001756;no
yes;0.882231;1.50392;-0.001929;no
no;-2.11436;-0.200405;-0.079998;yes
no;-5.07906;0.138921;0.078608;no
no;-4.68028;-0.012441;0.066666;no
no;-2.30562;-0.259794;-0.078692;no
no;-2.69233;-0.349039;-0.067444;no
no;-3.66694;-0.335238;-0.002262;no
yes;-0.578141;0.324516;-0.001962;no
no;-3.29502;-2.29134;0.069932;yes
no;-3.97312;-1.56213;0.078836;no
no;-3.52181;-2.15299;0.076878;no
no;-0.498539;2.03637;-0.078954;no
no;-0.93214;1.38214;-0.07707;no
no;-2.2094;-1.38205;-0.001758;no
yes;0.886072;1.46641;-0.001931;no
no;-1.59587;-0.012775;-0.079367;yes
no;-4.41457;-0.149486;0.078457;no
no;-4.00942;-0.329342;0.065939;no
no;-1.66025;-0.045509;-0.078555;no
no;-2.0531;-0.236287;-0.066773;no
no;-3.01265;-0.505204;-0.002235;no
yes;0.076454;0.507945;-0.001964;no
no;-3.30664;-2.29582;0.06988;yes
no;-3.98203;-1.55273;0.07889;no
no;-3.52152;-2.16148;0.076578;no
no;-0.51555;2.02493;-0.079005;no
no;-0.957605;1.3394;-0.076796;no
no;-2.22229;-1.4113;-0.001764;no
yes;0.873046;1.49538;-0.001936;no
no;-1.4997;0.054085;-0.069934;yes
no;-3.92728;-0.538217;0.078295;no
no;-3.51736;-0.708252;0.065259;no
no;-1.1925;0.281204;-0.078409;no
no;-1.58998;-0.014602;-0.066146;no
no;-2.53577;-0.625879;-0.002209;no
yes;0.553586;0.647661;-0.001969;no
no;-3.28806;-2.25739;0.070129;yes
no;-3.95433;-1.56878;0.078926;no
no;-3.48438;-2.14907;0.076292;no
no;-0.49394;2.00908;-0.079048;no
no;-0.944704;1.33711;-0.076518;no
no;-2.19761;-1.33843;-0.001737;no
yes;0.897682;1.42254;-0.001967;no
no;-1.47266;0.065812;-0.06657;yes
no;-3.81181;-0.52638;0.078168;no
no;-3.39352;-0.650468;0.06451;no
no;-1.09231;0.309259;-0.078285;no
no;-1.49775;0.049018;-0.065436;no
no;-2.42818;-0.507874;-0.00219;no
yes;0.660915;0.530238;-0.00201;no
no;-3.22774;-2.16475;0.14201;yes
no;-3.8709;-1.62013;0.157848;no
no;-3.39124;-2.10545;0.152116;no
no;-0.41004;1.99269;-0.158088;no
no;-0.869746;1.40151;-0.152629;no
no;-2.11385;-1.1228;-0.003504;no
yes;0.981432;1.20772;-0.003906;no
no;-1.76548;-0.081261;-0.159155;yes
no;-4.58043;-0.055267;0.156021;no
no;-4.14857;-0.224484;0.126847;no
no;-1.87784;-0.126957;-0.156306;no
no;-2.29632;-0.278718;-0.128919;no
no;-3.20566;-0.419193;-0.00441;no
yes;-0.1165;0.417207;-0.003979;no
no;-3.20614;-2.12989;0.142909;yes
no;-3.83575;-1.64043;0.157879;no
no;-3.34599;-2.08991;0.151544;no
no;-0.376362;1.98495;-0.158094;no
no;-0.845479;1.41586;-0.152158;no
no;-2.07949;-1.03951;-0.003571;no
yes;1.01602;1.12427;-0.003801;no
no;-2.48642;-0.404483;-0.159384;yes
no;-5.48368;0.355572;0.155704;no
no;-5.03639;0.162396;0.124452;no
no;-2.79676;-0.480075;-0.156065;no
no;-3.23021;-0.508103;-0.126814;no
no;-4.11731;-0.28595;-0.004465;no
yes;-1.02764;0.263643;-0.003842;no
no;-3.14949;-2.06361;0.144189;yes
no;-3.76179;-1.67934;0.157858;no
no;-3.26149;-2.04886;0.151037;no
no;-0.301341;1.97069;-0.158087;no
no;-0.780149;1.46688;-0.151684;no
no;-2.00492;-0.868013;-0.003542;no
yes;1.0906;0.953322;-0.003829;no
no;-2.59027;-0.384505;-0.158537;yes
no;-5.62571;0.357289;0.155354;no
no;-5.16705;0.198231;0.122344;no
no;-2.95685;-0.443705;-0.155751;no
no;-3.40124;-0.436255;-0.124871;no
no;-4.26875;-0.193747;-0.004453;no
yes;-1.17924;0.17226;-0.00388;no
no;-3.11907;-2.05312;0.143092;yes
no;-3.7442;-1.69192;0.157929;no
no;-3.23873;-2.04396;0.150615;no
no;-0.284942;1.97083;-0.158049;no
no;-0.779221;1.46109;-0.15096;no
no;-2.0012;-0.856849;-0.00176;no
yes;1.11734;0.899647;-0.001929;no
no;-2.60455;-0.354969;-0.159211;yes
no;-5.59626;0.31943;0.155051;no
no;-5.13054;0.167761;0.1208;no
no;-2.9479;-0.405402;-0.155273;no
no;-3.40631;-0.398738;-0.122152;no
no;-4.26106;-0.18019;-0.002216;no
yes;-1.14557;0.170427;-0.00196;no
no;-3.14086;-2.01108;0.145416;yes
no;-3.73387;-1.66853;0.157891;no
no;-3.21044;-2.00632;0.149704;no
no;-0.276594;1.93464;-0.158134;no
no;-0.776562;1.43456;-0.150469;no
no;-1.97835;-0.797126;-0.003526;no
yes;1.117;0.881613;-0.003871;no
no;-2.11133;-0.096688;-0.157076;yes
no;-5.1805;0.084777;0.15446;no
no;-4.70387;-0.001601;0.118089;no
no;-2.55452;-0.156432;-0.154966;no
no;-3.01644;-0.186422;-0.120973;no
no;-3.84611;-0.143159;-0.004417;no
yes;-0.756691;0.136618;-0.003931;no
no;-3.14133;-1.99796;0.145903;yes
no;-3.72604;-1.66633;0.157915;no
no;-3.19043;-1.99558;0.148951;no
no;-0.270779;1.92516;-0.158161;no
no;-0.781898;1.41771;-0.149792;no
no;-1.97146;-0.779259;-0.003526;no
yes;1.12391;0.863442;-0.00387;no
no;-2.07319;-0.090474;-0.155797;yes
no;-5.16768;0.082621;0.153908;no
no;-4.6804;-0.00601;0.115512;no
no;-2.56621;-0.157638;-0.154493;no
no;-3.03863;-0.186896;-0.118629;no
no;-3.84627;-0.14314;-0.004405;no
yes;-0.756771;0.136608;-0.003929;no
no;-3.20771;-2.0227;0.072582;yes
no;-3.7984;-1.60538;0.079023;no
no;-3.24965;-2.0153;0.073929;no
no;-0.353715;1.90163;-0.079145;no
no;-0.876894;1.29643;-0.074392;no
no;-2.04915;-0.933125;-0.001747;no
yes;1.04625;1.01523;-0.001948;no
no;-2.07416;-0.090634;-0.077904;yes
no;-5.15317;0.080164;0.076614;no
no;-4.65559;-0.010667;0.056329;no
no;-2.58075;-0.159108;-0.07695;no
no;-3.06345;-0.187318;-0.057999;no
no;-3.84714;-0.143033;-0.002183;no
yes;-0.75762;0.136498;-0.001982;no
no;-3.28133;-2.03298;0.071943;yes
no;-3.88354;-1.51338;0.079109;no
no;-3.32045;-2.02025;0.073257;no
no;-0.452588;1.8463;-0.079221;no
no;-0.988904;1.12834;-0.073796;no
no;-2.14121;-1.10858;-0.001762;no
yes;0.954199;1.18717;-0.001933;no
no;-2.08774;-0.092861;-0.078124;yes
no;-5.13741;0.077476;0.076212;no
no;-4.62977;-0.015505;0.054774;no
no;-2.59683;-0.160694;-0.076616;no
no;-3.08978;-0.187639;-0.056596;no
no;-3.84838;-0.142882;-0.00218;no
yes;-0.758563;0.136376;-0.001961;no
no;-3.32014;-2.05475;0.071322;yes
no;-3.92812;-1.47473;0.079243;no
no;-3.35272;-2.04158;0.072465;no
no;-0.519223;1.81276;-0.079332;no
no;-1.06895;1.00439;-0.07304;no
no;-2.19916;-1.22734;-0.001625;no
yes;0.899912;1.29803;-0.001776;no
no;-3.33504;-2.01036;0;yes
no;-3.91908;-1.45997;0;no
no;-3.3349;-2.01042;0;no
no;-0.516395;1.78145;0;no
no;-1.08606;0.954578;0;no
no;-2.20446;-1.21296;0;no
yes;0.914176;1.25054;0;no
no;-3.27035;-1.99739;0.07147;yes
no;-3.86361;-1.51151;0.079355;no
no;-3.25923;-2.00014;0.071066;no
no;-0.475913;1.79025;-0.079437;no
no;-1.05193;0.99877;-0.071787;no
no;-2.14497;-1.09392;-0.001649;no
yes;0.953511;1.16579;-0.001799;no
no;-0.722872;1.51252;-0.079334;yes
no;-3.85594;-1.52383;0.079419;no
no;-3.23669;-2.00783;0.070267;no
no;-0.48099;1.78809;-0.079495;no
no;-1.07061;0.967299;-0.07107;no
no;-2.14369;-1.09332;-0.001653;no
yes;0.954697;1.1655;-0.001803;no
no;-1.03939;1.01283;-0.073529;yes
no;-3.88909;-1.46584;0.07949;no
no;-3.25277;-1.98636;0.0693;no
no;-0.529278;1.72522;-0.079561;no
no;-1.1344;0.844801;-0.070207;no
no;-2.18436;-1.15082;-0.001664;no
yes;0.913786;1.22071;-0.001812;no
no;-1.51172;0.114986;-0.052098;yes
no;-3.89775;-1.41674;0.079552;no
no;-3.24322;-1.93743;0.068267;no
no;-0.55162;1.65862;-0.079614;no
no;-1.17332;0.753861;-0.069299;no
no;-2.19984;-1.14584;-0.001685;no
yes;0.898124;1.21343;-0.001805;no
no;-1.85057;-0.516239;-0.057034;yes
no;-3.88609;-1.37486;0.1592;no
no;-3.21199;-1.86484;0.134373;no
no;-0.551486;1.59231;-0.159316;no
no;-1.19091;0.693237;-0.136686;no
no;-2.19385;-1.09086;-0.003392;no
yes;0.903861;1.15642;-0.003629;no
no;-2.28035;-1.18239;0.015902;yes
no;-3.84616;-1.38275;0.159289;no
no;-3.15309;-1.81477;0.132191;no
no;-0.523165;1.57213;-0.159401;no
no;-1.1798;0.691667;-0.134725;no
no;-2.1597;-1.00808;-0.003376;no
yes;0.937856;1.07354;-0.003669;no
no;-2.48629;-1.43684;0.033894;yes
no;-3.92703;-1.28139;0.159448;no
no;-3.21307;-1.80759;0.129234;no
no;-0.625219;1.46941;-0.159532;no
no;-1.30104;0.482956;-0.132147;no
no;-2.25138;-1.14033;-0.003434;no
yes;0.846175;1.20123;-0.003613;no
no;-2.65742;-1.56233;0.073954;yes
no;-3.82596;-1.36774;0.159515;no
no;-3.09272;-1.76312;0.126889;no
no;-0.534021;1.51945;-0.159588;no
no;-1.22746;0.59423;-0.130102;no
no;-2.15531;-0.974043;-0.003462;no
yes;0.94225;1.0379;-0.003583;no
no;-2.74828;-1.60705;0.046072;yes
no;-3.77733;-1.39999;0.079795;no
no;-3.02343;-1.72777;0.062109;no
no;-0.497391;1.52908;-0.079825;no
no;-1.20965;0.614783;-0.063888;no
no;-2.11273;-0.897434;-0.001749;no
yes;0.984738;0.962307;-0.001781;no
no;-2.82145;-1.66509;0.050403;yes
no;-3.77326;-1.41573;0.079845;no
no;-2.99898;-1.73642;0.060582;no
no;-0.511181;1.52998;-0.079868;no
no;-1.24224;0.566056;-0.06255;no
no;-2.11785;-0.912496;-0.001762;no
yes;0.979666;0.97763;-0.001765;no
no;-2.87407;-1.68606;0.052036;yes
no;-3.7888;-1.3947;0.079893;no
no;-2.9929;-1.72896;0.058873;no
no;-0.547108;1.49306;-0.07991;no
no;-1.29824;0.470613;-0.061027;no
no;-2.14396;-0.948057;-0.001756;no
yes;0.953702;1.01165;-0.001759;no
no;-2.88247;-1.64673;0.054733;yes
no;-3.74448;-1.40326;0.079922;no
no;-2.92519;-1.66387;0.057175;no
no;-0.516602;1.48129;-0.079932;no
no;-1.28935;0.473174;-0.059557;no
no;-2.10679;-0.870016;-0.00178;no
yes;0.990972;0.933365;-0.001726;no
no;-2.83749;-1.57091;0.058791;yes
no;-3.62582;-1.45717;0.079928;no
no;-2.78049;-1.54027;0.055604;no
no;-0.400248;1.51632;-0.079935;no
no;-1.19689;0.60138;-0.058227;no
no;-1.98931;-0.669125;-0.001817;no
yes;1.10861;0.734169;-0.001677;no
no;-2.82749;-1.48943;0.059712;yes
no;-3.59463;-1.40807;0.079941;no
no;-2.71969;-1.42873;0.053638;no
no;-0.375978;1.45666;-0.079944;no
no;-1.19991;0.567607;-0.056545;no
no;-1.96172;-0.596738;-0.001852;no
yes;1.13638;0.659124;-0.001627;no
no;-2.86341;-1.42233;0;yes
no;-3.63723;-1.3012;0;no
no;-2.73166;-1.35664;0;no
no;-0.433661;1.34227;0;no
no;-1.28597;0.415647;0;no
no;-2.01216;-0.631869;0;no
yes;1.08602;0.689321;0;no
no;-2.98579;-1.44765;0;yes
no;-3.79751;-1.16132;0;no
no;-2.86516;-1.40977;0;no
no;-0.630161;1.18395;0;no
no;-1.50824;0.091616;0;no
no;-2.19152;-0.852314;0;no
yes;0.906874;0.902999;0;no
no;-2.9879;-1.47185;0.055595;yes
no;-3.78541;-1.19124;0.080001;no
no;-2.82958;-1.41749;0.04583;no
no;-0.64891;1.18667;-0.080002;no
no;-1.54949;0.031728;-0.049685;no
no;-2.16364;-0.832161;-0.004473;no
yes;0.902665;0.922717;-0.001548;no
no;-2.98534;-1.47868;0;yes
no;-3.76765;-1.21301;0;no
no;-2.78826;-1.40444;0;no
no;-0.664883;1.17805;0;no
no;-1.58863;-0.02669;0;no
no;-2.16539;-0.838524;0;no
yes;0.902533;0.927523;0;no
no;-2.97641;-1.47785;0;yes
no;-3.73546;-1.24172;0;no
no;-2.73413;-1.37558;0;no
no;-0.669569;1.17476;0;no
no;-1.61547;-0.066907;0;no
no;-2.15433;-0.8255;0;no
yes;0.914978;0.913641;0;no
no;-2.95598;-1.44895;0;yes
no;-3.68789;-1.25969;0;no
no;-2.66384;-1.3092;0;no
no;-0.658579;1.16594;0;no
no;-1.6277;-0.083852;0;no
no;-2.12753;-0.77903;0;no
yes;0.942648;0.866351;0;no
no;-2.94254;-1.43125;0;yes
no;-3.64124;-1.28159;0;no
no;-2.59622;-1.24828;0;no
no;-0.651965;1.16061;0;no
no;-1.6436;-0.106199;0;no
no;-2.10376;-0.74185;0;no
yes;0.967279;0.828658;0;no
no;-2.94013;-1.41463;0;yes
no;-3.60132;-1.29392;0;no
no;-2.53912;-1.18962;0;no
no;-0.660704;1.13999;0;no
no;-1.67275;-0.146943;0;no
no;-2.09177;-0.71863;0;no
yes;0.980062;0.804171;0;no
yes;-4.33801;-0.282774;0.402;yes
no;-1.03439;0.395169;-0.396599;no
no;-1.18565;0.290501;-0.401967;no
yes;-4.3525;-0.272311;0.401969;no
no;-4.50282;-0.160867;0.39669;no
no;0.394392;0.713884;0.008881;no
no;-4.15124;-0.395392;0.391736;yes
no;-1.22405;0.252502;-0.401971;no
no;-1.07112;0.356002;-0.396541;no
yes;-4.38969;-0.23563;0.401972;no
no;-4.54156;-0.126309;0.396616;no
no;0.358598;0.695738;0.009613;no
no;-2.81834;-0.70452;0.004597;no
no;-0.184188;0.633623;-0.123127;yes
no;-1.42288;0.094989;-0.401913;no
no;-1.26964;0.191185;-0.395926;no
yes;-4.60666;-0.068018;0.401909;no
no;-4.75892;0.029977;0.395956;no
no;0.146772;0.637596;0.007907;no
no;-3.02557;-0.640192;0.004452;no
no;-1.63314;-0.032237;-0.255177;yes
no;-2.49404;-0.412645;-0.401901;no
no;-2.3399;-0.359834;-0.395766;no
yes;-5.67987;0.426043;0.401903;no
no;-5.83295;0.465824;0.395852;no
no;-0.924564;0.311559;0.008391;no
no;-4.09835;-0.298102;0.004551;no
no;-2.2094;-0.575933;-0.337739;yes
no;-2.76045;-0.89687;-0.401901;no
no;-2.60558;-0.830695;-0.395715;no
yes;-5.94629;0.911888;0.401903;no
no;-6.10018;0.950068;0.395795;no
no;-1.1925;0.356858;0.00778;no
no;-4.36393;-0.329914;0.004213;no
no;-2.41351;-0.786847;-0.42273;yes
no;-2.89194;-1.02144;-0.48187;no
no;-2.73589;-0.968548;-0.474315;no
yes;-6.07877;1.03217;0.481872;no
no;-6.23375;1.05283;0.47442;no
no;-1.32326;0.258279;0.009919;no
no;-4.49662;-0.225683;0.005394;no
no;-2.5697;-1.02185;-0.439671;yes
no;-2.96866;-1.1971;-0.481864;no
no;-2.81164;-1.14967;-0.474185;no
yes;-6.15657;1.2055;0.481866;no
no;-6.31258;1.2147;0.474285;no
no;-1.40205;0.204091;0.00918;no
no;-4.57309;-0.168727;0.005014;no
no;-2.61913;-1.08354;-0.447758;yes
no;-2.97487;-1.23301;-0.481862;no
no;-2.8166;-1.18489;-0.474059;no
yes;-6.16318;1.24135;0.481864;no
no;-6.32036;1.24948;0.474168;no
no;-1.40729;0.203527;0.009746;no
no;-4.58015;-0.164859;0.005325;no
no;-2.76427;-1.23123;-0.448897;yes
no;-3.11205;-1.32382;-0.481845;no
no;-2.95278;-1.30086;-0.473838;no
yes;-6.30339;1.32412;0.481847;no
no;-6.46163;1.30336;0.473944;no
no;-1.54753;0.030817;0.009006;no
no;-4.71817;0.007651;0.004994;no
no;-2.72728;-1.30139;-0.460417;yes
no;-3.00332;-1.40811;-0.481852;no
no;-2.84291;-1.35873;-0.473795;no
yes;-6.19371;1.41599;0.48185;no
no;-6.35301;1.41821;0.473877;no
no;-1.43706;0.18956;0.009529;no
no;-4.60958;-0.145905;0.005376;no
no;-2.85573;-1.55716;-0.38674;yes
no;-3.10647;-1.62202;-0.401868;no
no;-2.94546;-1.59191;-0.395016;no
yes;-6.29925;1.62282;0.40187;no
no;-6.45923;1.59794;0.395104;no
no;-1.54332;0.044593;0.007248;no
no;-4.71299;0.000974;0.004039;no
no;-2.8779;-1.50698;-0.46507;yes
no;-3.11763;-1.56049;-0.481831;no
no;-2.95522;-1.53391;-0.47346;no
yes;-6.3108;1.56034;0.481838;no
no;-6.4721;1.53316;0.473608;no
no;-1.55345;0.027079;0.00937;no
no;-4.72505;0.019761;0.005093;no
no;-2.88629;-1.46529;-0.465068;yes
no;-3.12538;-1.51417;-0.481823;no
no;-2.96167;-1.48993;-0.473283;no
yes;-6.3202;1.51334;0.481825;no
no;-6.48286;1.48429;0.473396;no
no;-1.56329;0.01137;0.008677;no
no;-4.73298;0.031177;0.004865;no
no;-2.81703;-1.33141;-0.467965;yes
no;-3.03277;-1.39644;-0.48183;no
no;-2.86736;-1.35226;-0.47318;no
yes;-6.22644;1.40249;0.481832;no
no;-6.3907;1.39664;0.473301;no
no;-1.46897;0.142792;0.00922;no
no;-4.64033;-0.101141;0.005125;no
no;-2.80988;-1.35048;-0.470783;yes
no;-2.99994;-1.41404;-0.481831;no
no;-2.83331;-1.36101;-0.473075;no
yes;-6.19346;1.4226;0.481833;no
no;-6.359;1.42425;0.473191;no
no;-1.43718;0.190286;0.008684;no
no;-4.60677;-0.150578;0.004812;no
no;-2.74128;-1.29714;-0.473659;yes
no;-2.90239;-1.36839;-0.481842;no
no;-2.73422;-1.29323;-0.473016;no
yes;-6.09409;1.38339;0.481844;no
no;-6.2611;1.40815;0.47314;no
no;-1.33755;0.325555;0.009248;no
no;-4.50884;-0.284729;0.005063;no
no;-2.7582;-1.27564;-0.474944;yes
no;-2.9045;-1.33702;-0.481845;no
no;-2.73488;-1.2633;-0.472901;no
yes;-6.09582;1.35143;0.481847;no
no;-6.26431;1.37526;0.47302;no
no;-1.34042;0.314084;0.008785;no
no;-4.51018;-0.276252;0.004788;no
no;-2.79088;-1.2077;-0.475806;yes
no;-2.9264;-1.25632;-0.481845;no
no;-2.75508;-1.19111;-0.472745;no
yes;-6.11763;1.26839;0.481847;no
no;-6.28775;1.28597;0.472873;no
no;-1.36138;0.267339;0.009218;no
no;-4.53249;-0.230097;0.005009;no
no;-2.78714;-1.17057;-0.477537;yes
no;-2.89866;-1.21151;-0.481849;no
no;-2.72579;-1.14181;-0.472629;no
yes;-6.08925;1.22476;0.481851;no
no;-6.26099;1.24785;0.472751;no
no;-1.33451;0.29219;0.008646;no
no;-4.50372;-0.258561;0.004669;no
no;-2.70572;-0.877951;-0.478158;yes
no;-2.8082;-0.915178;-0.481858;no
no;-2.63256;-0.845715;-0.472442;no
yes;-5.99718;0.929161;0.48186;no
no;-6.17158;0.962479;0.472577;no
no;-1.24194;0.312793;0.009277;no
no;-4.41304;-0.285608;0.004948;no
no;-2.63842;-0.783037;-0.479478;yes
no;-2.71758;-0.814667;-0.481866;no
no;-2.53993;-0.73686;-0.472318;no
yes;-5.90515;0.830707;0.481868;no
no;-6.08163;0.875723;0.472445;no
no;-1.15188;0.363577;0.008662;no
no;-4.32093;-0.341025;0.004571;no
no;-2.53219;-0.594482;-0.400901;yes
no;-2.58408;-0.615205;-0.401902;no
no;-2.4038;-0.536457;-0.393797;no
yes;-5.77004;0.631613;0.401901;no
no;-5.94903;0.684887;0.393886;no
no;-1.01604;0.381879;0.007773;no
no;-4.18731;-0.36342;0.00416;no
no;-2.6099;-0.733139;-0.401599;yes
no;-2.63298;-0.742895;-0.401906;no
no;-2.45154;-0.655963;-0.393741;no
yes;-5.818;0.760179;0.401905;no
no;-5.99822;0.816257;0.393824;no
no;-1.06565;0.411619;0.007296;no
no;-4.23505;-0.39076;0.003885;no
no;-2.90468;-0.756487;-0.481311;yes
no;-2.93494;-0.761667;-0.481867;no
no;-2.75132;-0.719706;-0.471741;no
yes;-6.12188;0.768123;0.481874;no
no;-6.303;0.778072;0.472053;no
no;-1.35031;0.170198;0.017754;no
no;-4.54774;-0.127558;0.009151;no
no;-3.10516;-0.780262;-0.480587;yes
no;-3.15744;-0.780683;-0.481854;no
no;-2.97292;-0.7697;-0.471537;no
yes;-6.3472;0.779182;0.481856;no
no;-6.53049;0.757026;0.471676;no
no;-1.59332;-0.017586;0.008428;no
no;-4.76164;0.038442;0.004455;no
no;-3.19098;-0.804075;-0.480471;yes
no;-3.24558;-0.800707;-0.481845;no
no;-3.05942;-0.80234;-0.471296;no
yes;-6.43719;0.795528;0.481843;no
no;-6.62201;0.759286;0.471415;no
no;-1.68127;-0.088755;0.008889;no
no;-4.85139;0.111545;0.004861;no
no;-3.09855;-0.913732;-0.481085;yes
no;-3.13496;-0.914559;-0.481844;no
no;-2.94764;-0.897431;-0.471168;no
yes;-6.32645;0.913724;0.481846;no
